ID	PTU	mobility	oriT Family	oriT	oriT_start	oriT_end	oriT_strand	MOB	MOB_start	MOB_end	MOB_strand	Leading Region
NZ_LT985305.1	PTU-FE	Conjugative	F	ColB4	28980	29099	1	MOBF	54811	60081	1	From 28980 in upstream direction.
NZ_LT985306.1	PTU-FE	Conjugative	F	ColB4	38739	38620	-1	MOBF	8397	13667	-1	From 38739 in downstream direction.
NC_003277.2	PTU-FS	Conjugative	F	ColB4	60667	60769	1	MOBF	87276	92534	1	From 60667 in upstream direction.
NC_013437.1	PTU-FS	Conjugative	F	ColB4	80458	80560	1	MOBF	106986	112244	1	From 80458 in upstream direction.
NC_014476.2	PTU-FS	Conjugative	F	ColB4	76552	76654	1	MOBF	103080	108338	1	From 76552 in upstream direction.
NC_016855.1	PTU-FS	Conjugative	F	ColB4	60647	60749	1	MOBF	87175	92433	1	From 60647 in upstream direction.
NC_016858.1	PTU-FS	Conjugative	F	ColB4	33185	33083	-1	MOBF	1399	6657	-1	From 33185 in downstream direction.
NC_016861.1	PTU-FS	Conjugative	F	ColB4	73253	73355	1	MOBF	99853	105111	1	From 73253 in upstream direction.
NC_016864.1	PTU-FS	Conjugative	F	ColB4	42458	42560	1	MOBF	68986	74244	1	From 42458 in upstream direction.
NC_017054.1	PTU-FS	Conjugative	F	ColB4	60595	60697	1	MOBF	87120	91199	1	From 60595 in upstream direction.
NC_017720.1	PTU-FS	Conjugative	F	ColB4	33185	33083	-1	MOBF	1399	6657	-1	From 33185 in downstream direction.
NC_019001.1	PTU-FS	Conjugative	F	ColB4	96724	96826	1	MOBF	123252	128510	1	From 96724 in upstream direction.
NC_019002.1	PTU-FS	oriT-Mobilizable	F	ColB4	52172	52284	1	NA	NA	NA	NA	From  52172  in upstream direction.
NC_019108.1	PTU-FS	Conjugative	F	ColB4	35974	35872	-1	MOBF	4188	9446	-1	From 35974 in downstream direction.
NC_019109.1	PTU-FS	Conjugative	F	ColB4	35974	35872	-1	MOBF	4188	9446	-1	From 35974 in downstream direction.
NC_019120.1	PTU-FS	oriT-Mobilizable	F	ColB4	38908	38796	-1	NA	NA	NA	NA	From  38908  in downstream direction.
NC_022570.1	PTU-FS	Conjugative	F	ColB4	60749	60851	1	MOBF	87377	92635	1	From 60749 in upstream direction.
NZ_AP014566.1	PTU-FS	Conjugative	F	ColB4	96493	96595	1	MOBF	123021	128279	1	From 96493 in upstream direction.
NZ_CP007489.1	PTU-FS	Conjugative	F	ColB4	60689	60791	1	MOBF	87308	92566	1	From 60689 in upstream direction.
NZ_CP007508.1	PTU-FS	oriT-Mobilizable	F	ColB4	38912	38800	-1	NA	NA	NA	NA	From  38912  in downstream direction.
NZ_CP007529.1	PTU-FS	oriT-Mobilizable	F	ColB4	22341	22229	-1	NA	NA	NA	NA	From  22341  in downstream direction.
NZ_CP007582.1	PTU-FS	Conjugative	F	ColB4	59283	59385	1	MOBF	85083	90341	1	From 59283 in upstream direction.
NZ_CP008745.1	PTU-FS	Conjugative	F	ColB4	60647	60749	1	MOBF	87176	92434	1	From 60647 in upstream direction.
NZ_CP008927.1	PTU-FS	oriT-Mobilizable	F	ColB4	23369	23257	-1	NA	NA	NA	NA	From  23369  in downstream direction.
NZ_CP011395.1	PTU-FS	oriT-Mobilizable	F	ColB4	8531	8646	1	NA	NA	NA	NA	From  8531  in upstream direction.
NZ_CP011840.1	PTU-FS	oriT-Mobilizable	F	ColB4	52162	52274	1	NA	NA	NA	NA	From  52162  in upstream direction.
NZ_CP011843.1	PTU-FS	oriT-Mobilizable	F	ColB4	52162	52274	1	NA	NA	NA	NA	From  52162  in upstream direction.
NZ_CP011943.1	PTU-FS	oriT-Mobilizable	F	ColB4	52162	52274	1	NA	NA	NA	NA	From  52162  in upstream direction.
NZ_CP013098.1	PTU-FS	oriT-Mobilizable	F	ColB4	40622	40510	-1	NA	NA	NA	NA	From  40622  in downstream direction.
NZ_CP014050.2	PTU-FS	Conjugative	F	ColB4	3145	3247	1	MOBF	29754	35012	1	From 3145 in upstream direction.
NZ_CP014357.1	PTU-FS	Conjugative	F	ColB4	60652	60754	1	MOBF	87180	92438	1	From 60652 in upstream direction.
NZ_CP014359.1	PTU-FS	Conjugative	F	ColB4	60755	60857	1	MOBF	87694	92676	1	From 60755 in upstream direction.
NZ_CP014537.1	PTU-FS	Conjugative	F	ColB4	60659	60761	1	MOBF	87187	92445	1	From 60659 in upstream direction.
NZ_CP014962.1	PTU-FS	Conjugative	F	ColB4	60666	60768	1	MOBF	87194	92452	1	From 60666 in upstream direction.
NZ_CP014968.1	PTU-FS	Conjugative	F	ColB4	60732	60834	1	MOBF	87360	92618	1	From 60732 in upstream direction.
NZ_CP014970.1	PTU-FS	Conjugative	F	ColB4	60730	60832	1	MOBF	87358	92616	1	From 60730 in upstream direction.
NZ_CP014973.1	PTU-FS	Conjugative	F	ColB4	60668	60770	1	MOBF	87304	92562	1	From 60668 in upstream direction.
NZ_CP014976.1	PTU-FS	Conjugative	F	ColB4	60744	60846	1	MOBF	87363	92621	1	From 60744 in upstream direction.
NZ_CP014980.1	PTU-FS	Conjugative	F	ColB4	60768	60870	1	MOBF	87378	92636	1	From 60768 in upstream direction.
NZ_CP015158.1	PTU-FS	Conjugative	F	ColB4	60644	60746	1	MOBF	87172	92430	1	From 60644 in upstream direction.
NZ_CP015525.1	PTU-FS	oriT-Mobilizable	F	ColB4	48419	48531	1	NA	NA	NA	NA	From  48419  in upstream direction.
NZ_CP015527.1	PTU-FS	oriT-Mobilizable	F	ColB4	48419	48531	1	NA	NA	NA	NA	From  48419  in upstream direction.
NZ_CP015599.1	PTU-FS	Conjugative	F	ColB4	55787	55889	1	MOBF	84026	87694	1	From 55787 in upstream direction.
NZ_CP016390.1	PTU-FS	Conjugative	F	ColB4	60670	60772	1	MOBF	87198	92456	1	From 60670 in upstream direction.
NZ_CP017178.1	PTU-FS	oriT-Mobilizable	F	ColB4	40726	40614	-1	NA	NA	NA	NA	From  40726  in downstream direction.
NZ_CP017618.1	PTU-FS	Conjugative	F	ColB4	59333	59435	1	MOBF	85699	90756	1	From 59333 in upstream direction.
NZ_CP017620.1	PTU-FS	Conjugative	F	ColB4	66999	67101	1	MOBF	3	4967	1	From 66999 in upstream direction.
NZ_CP017729.1	PTU-FS	Conjugative	F	ColB4	45873	45975	1	MOBF	72401	77659	1	From 45873 in upstream direction.
NZ_CP018634.1	PTU-FS	Conjugative	F	ColB4	4451	4349	-1	MOBF	64077	69332	-1	From 4451 in downstream direction.
NZ_CP018636.1	PTU-FS	oriT-Mobilizable	F	ColB4	23369	23257	-1	NA	NA	NA	NA	From  23369  in downstream direction.
NZ_CP018639.1	PTU-FS	oriT-Mobilizable	F	ColB4	17995	17883	-1	NA	NA	NA	NA	From  17995  in downstream direction.
NZ_CP018641.1	PTU-FS	oriT-Mobilizable	F	ColB4	52170	52282	1	NA	NA	NA	NA	From  52170  in upstream direction.
NZ_CP018650.1	PTU-FS	oriT-Mobilizable	F	ColB4	23369	23257	-1	NA	NA	NA	NA	From  23369  in downstream direction.
NZ_CP018653.1	PTU-FS	oriT-Mobilizable	F	ColB4	52124	52236	1	NA	NA	NA	NA	From  52124  in upstream direction.
NZ_CP018658.1	PTU-FS	Conjugative	F	ColB4	59841	59739	-1	MOBF	27956	33214	-1	From 59841 in downstream direction.
NZ_CP018660.1	PTU-FS	oriT-Mobilizable	F	ColB4	2680	2792	1	NA	NA	NA	NA	From  2680  in upstream direction.
NZ_CP018663.1	PTU-FS	oriT-Mobilizable	F	ColB4	36429	36317	-1	NA	NA	NA	NA	From  36429  in downstream direction.
NZ_CP020113.1	PTU-FS	Conjugative	F	ColB4	106557	106659	1	MOBF	133862	139120	1	From 106557 in upstream direction.
NZ_CP020824.1	PTU-FS	oriT-Mobilizable	F	ColB4	42054	42166	1	NA	NA	NA	NA	From  42054  in upstream direction.
NZ_CP020826.1	PTU-FS	oriT-Mobilizable	F	ColB4	35961	36073	1	NA	NA	NA	NA	From  35961  in upstream direction.
NZ_CP020923.1	PTU-FS	Conjugative	F	ColB4	53115	53013	-1	MOBF	22374	26453	-1	From 53115 in downstream direction.
NZ_CP021464.1	PTU-FS	Conjugative	F	ColB4	93322	93424	1	MOBF	3986	9244	1	From 93322 in upstream direction.
NZ_CP022004.1	PTU-FS	oriT-Mobilizable	F	ColB4	24121	24233	1	NA	NA	NA	NA	From  24121  in upstream direction.
NZ_CP022071.1	PTU-FS	Conjugative	F	ColB4	14996	14894	-1	MOBF	77072	82330	-1	From 14996 in downstream direction.
NZ_CP023437.1	PTU-FS	oriT-Mobilizable	F	ColB4	26208	26320	1	NA	NA	NA	NA	From  26208  in upstream direction.
NZ_CP023469.1	PTU-FS	Conjugative	F	ColB4	61544	61646	1	MOBF	87387	92645	1	From 61544 in upstream direction.
NZ_CP025553.1	PTU-FS	oriT-Mobilizable	F	ColB4	42364	42253	-1	NA	NA	NA	NA	From  42364  in downstream direction.
NZ_CP025556.1	PTU-FS	Conjugative	F	ColB4	8035	8137	1	MOBF	34563	39821	1	From 8035 in upstream direction.
NZ_CP025557.1	PTU-FS	oriT-Mobilizable	F	ColB4	19433	19545	1	NA	NA	NA	NA	From  19433  in upstream direction.
NZ_CP026054.1	PTU-FS	oriT-Mobilizable	F	ColB4	17069	17181	1	NA	NA	NA	NA	From  17069  in upstream direction.
NZ_CP026701.1	PTU-FS	Conjugative	F	ColB4	20761	20863	1	MOBF	47289	52547	1	From 20761 in upstream direction.
NZ_CP026714.1	PTU-FS	oriT-Mobilizable	F	ColB4	11292	11404	1	NA	NA	NA	NA	From  11292  in upstream direction.
NZ_CP027413.1	PTU-FS	Conjugative	F	ColB4	46567	46465	-1	MOBF	14781	20039	-1	From 46567 in downstream direction.
NZ_CP028152.1	PTU-FS	oriT-Mobilizable	F	ColB4	49426	49538	1	NA	NA	NA	NA	From  49426  in upstream direction.
NZ_CP028156.1	PTU-FS	oriT-Mobilizable	F	ColB4	49426	49538	1	NA	NA	NA	NA	From  49426  in upstream direction.
NZ_CP028200.1	PTU-FS	Conjugative	F	ColB4	2892	2790	-1	MOBF	64958	70216	-1	From 2892 in downstream direction.
NZ_CP028319.1	PTU-FS	Conjugative	F	ColB4	61768	61666	-1	MOBF	29882	35140	-1	From 61768 in downstream direction.
NZ_CP029594.1	PTU-FS	Conjugative	F	ColB4	15057	14955	-1	MOBF	77187	82445	-1	From 15057 in downstream direction.
NZ_CP029596.1	PTU-FS	Conjugative	F	ColB4	41932	41830	-1	MOBF	10019	15277	-1	From 41932 in downstream direction.
NZ_CP029838.1	PTU-FS	Conjugative	F	ColB4	11188	11086	-1	MOBF	73265	78523	-1	From 11188 in downstream direction.
NZ_CP030198.1	PTU-FS	Conjugative	F	ColB4	110792	110680	-1	MOBF	79390	84648	-1	From 110792 in downstream direction.
NZ_CP030796.1	PTU-FS	oriT-Mobilizable	F	ColB4	10750	10862	1	NA	NA	NA	NA	From  10750  in upstream direction.
NZ_CP032850.1	PTU-FS	oriT-Mobilizable	F	ColB4	55943	56055	1	NA	NA	NA	NA	From  55943  in upstream direction.
NZ_CP033089.1	PTU-FS	oriT-Mobilizable	F	ColB4	17119	17231	1	NA	NA	NA	NA	From  17119  in upstream direction.
NZ_CP033342.1	PTU-FS	oriT-Mobilizable	F	ColB4	5732	5844	1	NA	NA	NA	NA	From  5732  in upstream direction.
NZ_CP034231.1	PTU-FS	Conjugative	F	ColB4	9728	9830	1	MOBF	36256	41514	1	From 9728 in upstream direction.
NZ_CP034480.1	PTU-FS	Conjugative	F	ColB4	50798	50696	-1	MOBF	19012	24270	-1	From 50798 in downstream direction.
NZ_CP034720.1	PTU-FS	Conjugative	F	ColB4	50870	50768	-1	MOBF	19012	24270	-1	From 50870 in downstream direction.
NZ_CP035302.1	PTU-FS	Conjugative	F	ColB4	61283	61181	-1	MOBF	29497	34755	-1	From 61283 in downstream direction.
NZ_CP037873.1	PTU-FS	Conjugative	F	ColB4	55036	55138	1	MOBF	81564	86822	1	From 55036 in upstream direction.
NZ_CP037876.1	PTU-FS	Conjugative	F	ColB4	34411	34309	-1	MOBF	2625	7883	-1	From 34411 in downstream direction.
NZ_CP038848.1	PTU-FS	Conjugative	F	ColB4	90637	90739	1	MOBF	23303	28561	1	From 90637 in upstream direction.
NZ_CP039560.1	PTU-FS	Conjugative	F	ColB4	90613	90715	1	MOBF	23303	28561	1	From 90613 in upstream direction.
NZ_CP039566.1	PTU-FS	Conjugative	F	ColB4	90613	90715	1	MOBF	23303	28561	1	From 90613 in upstream direction.
NZ_CP039568.1	PTU-FS	Conjugative	F	ColB4	90612	90714	1	MOBF	23303	28561	1	From 90612 in upstream direction.
NZ_CP039577.1	PTU-FS	Conjugative	F	ColB4	46617	46515	-1	MOBF	14740	19998	-1	From 46617 in downstream direction.
NZ_CP039580.1	PTU-FS	Conjugative	F	ColB4	107707	107809	1	MOBF	8815	14073	1	From 107707 in upstream direction.
NZ_CP039583.1	PTU-FS	Conjugative	F	ColB4	90774	90876	1	MOBF	23410	28668	1	From 90774 in upstream direction.
NZ_CP039586.1	PTU-FS	oriT-Mobilizable	F	ColB4	90702	90804	1	NA	NA	NA	NA	From  90702  in upstream direction.
NZ_CP039592.1	PTU-FS	Conjugative	F	ColB4	90772	90874	1	MOBF	23420	28678	1	From 90772 in upstream direction.
NZ_CP039596.1	PTU-FS	Conjugative	F	ColB4	90613	90715	1	MOBF	23303	28561	1	From 90613 in upstream direction.
NZ_CP039715.1	PTU-FS	Conjugative	F	ColB4	90613	90715	1	MOBF	23303	28561	1	From 90613 in upstream direction.
NZ_CP039718.1	PTU-FS	Conjugative	F	ColB4	90613	90715	1	MOBF	23303	28561	1	From 90613 in upstream direction.
NZ_CP039855.1	PTU-FS	Conjugative	F	ColB4	90672	90774	1	MOBF	23375	28633	1	From 90672 in upstream direction.
NZ_CP040322.1	PTU-FS	Conjugative	F	ColB4	90685	90787	1	MOBF	23411	28669	1	From 90685 in upstream direction.
NZ_CP040565.1	PTU-FS	Conjugative	F	ColB4	9575	9677	1	MOBF	36103	41361	1	From 9575 in upstream direction.
NZ_CP040569.1	PTU-FS	Conjugative	F	ColB4	27584	27482	-1	MOBF	89713	94032	-1	From 27584 in downstream direction.
NZ_CP040645.1	PTU-FS	oriT-Mobilizable	F	ColB4	25054	25166	1	NA	NA	NA	NA	From  25054  in upstream direction.
NZ_CP040647.1	PTU-FS	oriT-Mobilizable	F	ColB4	53214	53102	-1	NA	NA	NA	NA	From  53214  in downstream direction.
NZ_CP040669.1	PTU-FS	Conjugative	F	ColB4	99640	99742	1	MOBF	18690	23897	1	From 99640 in upstream direction.
NZ_CP040901.1	PTU-FS	Conjugative	F	ColB4	55045	55147	1	MOBF	81672	86930	1	From 55045 in upstream direction.
NZ_CP041006.1	PTU-FS	Conjugative	F	ColB4	46284	46182	-1	MOBF	14417	19675	-1	From 46284 in downstream direction.
NZ_CP041178.1	PTU-FS	oriT-Mobilizable	F	ColB4	34581	34469	-1	NA	NA	NA	NA	From  34581  in downstream direction.
NZ_CP041972.1	PTU-FS	oriT-Mobilizable	F	ColB4	24352	24464	1	NA	NA	NA	NA	From  24352  in upstream direction.
NZ_CP041974.1	PTU-FS	Conjugative	F	ColB4	23034	23136	1	MOBF	49680	54938	1	From 23034 in upstream direction.
NZ_CP043434.1	PTU-FS	oriT-Mobilizable	F	ColB4	24211	24099	-1	NA	NA	NA	NA	From  24211  in downstream direction.
NZ_CP044959.1	PTU-FS	Conjugative	F	ColB4	50798	50696	-1	MOBF	19012	24270	-1	From 50798 in downstream direction.
NZ_CP044969.1	PTU-FS	Conjugative	F	ColB4	88999	89101	1	MOBF	21689	26947	1	From 88999 in upstream direction.
NZ_CP045950.1	PTU-FS	Conjugative	F	ColB4	50810	50708	-1	MOBF	19024	24282	-1	From 50810 in downstream direction.
NZ_CP046282.1	PTU-FS	Conjugative	F	ColB4	49469	49367	-1	MOBF	17683	22941	-1	From 49469 in downstream direction.
NZ_CP047324.1	PTU-FS	Conjugative	F	ColB4	60647	60749	1	MOBF	87175	92433	1	From 60647 in upstream direction.
NZ_CP050708.1	PTU-FS	oriT-Mobilizable	F	ColB4	24211	24099	-1	NA	NA	NA	NA	From  24211  in downstream direction.
NZ_CP050711.1	PTU-FS	oriT-Mobilizable	F	ColB4	24211	24099	-1	NA	NA	NA	NA	From  24211  in downstream direction.
NZ_CP050714.1	PTU-FS	oriT-Mobilizable	F	ColB4	24211	24099	-1	NA	NA	NA	NA	From  24211  in downstream direction.
NZ_CP050718.1	PTU-FS	oriT-Mobilizable	F	ColB4	24211	24099	-1	NA	NA	NA	NA	From  24211  in downstream direction.
NZ_CP050722.1	PTU-FS	oriT-Mobilizable	F	ColB4	24211	24099	-1	NA	NA	NA	NA	From  24211  in downstream direction.
NZ_CP050725.1	PTU-FS	oriT-Mobilizable	F	ColB4	24211	24099	-1	NA	NA	NA	NA	From  24211  in downstream direction.
NZ_CP050736.1	PTU-FS	Conjugative	F	ColB4	31880	31982	1	MOBF	58471	63729	1	From 31880 in upstream direction.
NZ_CP050741.1	PTU-FS	Conjugative	F	ColB4	17194	17296	1	MOBF	43767	49025	1	From 17194 in upstream direction.
NZ_CP050746.1	PTU-FS	Conjugative	F	ColB4	62719	62617	-1	MOBF	30879	36137	-1	From 62719 in downstream direction.
NZ_CP051268.1	PTU-FS	Conjugative	F	ColB4	40303	40405	1	MOBF	66828	72086	1	From 40303 in upstream direction.
NZ_LN999012.1	PTU-FS	Conjugative	F	ColB4	60659	60761	1	MOBF	87187	92445	1	From 60659 in upstream direction.
NZ_LS997974.1	PTU-FS	Conjugative	F	ColB4	50774	50672	-1	MOBF	18988	24246	-1	From 50774 in downstream direction.
NZ_LT855377.1	PTU-FS	Conjugative	F	ColB4	60677	60779	1	MOBF	87205	92463	1	From 60677 in upstream direction.
NC_002305.1	PTU-HI1A	Conjugative	R27	R27	108637	108921	1	MOBH	103899	106934	-1	From 108921 in downstream direction.
NC_003384.1	PTU-HI1A	Conjugative	R27	R27	200943	200659	-1	MOBH	202646	205681	1	From 200659 in upstream direction.
NC_009981.1	PTU-HI1A	Conjugative	R27	R27	136373	136089	-1	MOBH	138076	141111	1	From 136089 in upstream direction.
NC_013365.1	PTU-HI1A	Conjugative	R27	R27	147697	147413	-1	MOBH	149400	152435	1	From 147413 in upstream direction.
NC_016825.1	PTU-HI1A	Conjugative	R27	R27	124952	125236	1	MOBH	120214	123249	-1	From 125236 in downstream direction.
NC_023289.2	PTU-HI1A	Conjugative	R27	R27	166484	166200	-1	MOBH	168187	171222	1	From 166200 in upstream direction.
NZ_CP018652.1	PTU-HI1A	Conjugative	R27	R27	56979	57263	1	MOBH	52241	55276	-1	From 57263 in downstream direction.
NZ_CP023167.1	PTU-HI1A	Conjugative	R27	R27	180387	180103	-1	MOBH	182090	185125	1	From 180103 in upstream direction.
NZ_CP024236.1	PTU-HI1A	Conjugative	R27	R27	36915	37199	1	MOBH	32177	35212	-1	From 37199 in downstream direction.
NZ_CP026790.1	PTU-HI1A	Conjugative	R27	R27	88953	89237	1	MOBH	84215	87250	-1	From 89237 in downstream direction.
NZ_CP029631.1	PTU-HI1A	Conjugative	R27	R27	3545	3829	1	MOBH	883	1842	-1	From 3829 in downstream direction.
NZ_CP029645.1	PTU-HI1A	Conjugative	R27	R27	199208	198924	-1	MOBH	200911	203946	1	From 198924 in upstream direction.
NZ_CP029690.1	PTU-HI1A	Conjugative	R27	R27	127835	127551	-1	MOBH	129538	132573	1	From 127551 in upstream direction.
NZ_CP029729.1	PTU-HI1A	Conjugative	R27	R27	54169	53885	-1	MOBH	55872	58907	1	From 53885 in upstream direction.
NZ_CP029877.1	PTU-HI1A	Conjugative	R27	R27	199327	199043	-1	MOBH	201030	204065	1	From 199043 in upstream direction.
NZ_CP029879.1	PTU-HI1A	Conjugative	R27	R27	196841	196557	-1	MOBH	198544	201579	1	From 196557 in upstream direction.
NZ_CP029887.1	PTU-HI1A	Conjugative	R27	R27	199153	198869	-1	MOBH	200856	203891	1	From 198869 in upstream direction.
NZ_CP029895.1	PTU-HI1A	Conjugative	R27	R27	199529	199245	-1	MOBH	201232	204267	1	From 199245 in upstream direction.
NZ_CP029910.1	PTU-HI1A	Conjugative	R27	R27	199327	199043	-1	MOBH	201030	204065	1	From 199043 in upstream direction.
NZ_CP029924.1	PTU-HI1A	Conjugative	R27	R27	66191	65907	-1	MOBH	67894	70929	1	From 65907 in upstream direction.
NZ_CP029926.1	PTU-HI1A	Conjugative	R27	R27	141456	141172	-1	MOBH	143159	146194	1	From 141172 in upstream direction.
NZ_CP029931.1	PTU-HI1A	Conjugative	R27	R27	199160	198876	-1	MOBH	200863	203898	1	From 198876 in upstream direction.
NZ_CP029934.1	PTU-HI1A	Conjugative	R27	R27	199327	199043	-1	MOBH	201030	204065	1	From 199043 in upstream direction.
NZ_CP029935.1	PTU-HI1A	Conjugative	R27	R27	198944	198660	-1	MOBH	200647	203682	1	From 198660 in upstream direction.
NZ_CP029937.1	PTU-HI1A	Conjugative	R27	R27	199055	198771	-1	MOBH	200758	203793	1	From 198771 in upstream direction.
NZ_CP029939.1	PTU-HI1A	Conjugative	R27	R27	198037	197753	-1	MOBH	199740	202775	1	From 197753 in upstream direction.
NZ_CP029941.1	PTU-HI1A	Conjugative	R27	R27	199419	199135	-1	MOBH	201122	204157	1	From 199135 in upstream direction.
NZ_CP029943.1	PTU-HI1A	Conjugative	R27	R27	199316	199032	-1	MOBH	201019	204054	1	From 199032 in upstream direction.
NZ_CP029947.1	PTU-HI1A	Conjugative	R27	R27	200872	200588	-1	MOBH	202575	205610	1	From 200588 in upstream direction.
NZ_CP029948.1	PTU-HI1A	Conjugative	R27	R27	199529	199245	-1	MOBH	201232	204267	1	From 199245 in upstream direction.
NZ_CP029953.1	PTU-HI1A	Conjugative	R27	R27	199639	199355	-1	MOBH	201342	204377	1	From 199355 in upstream direction.
NZ_CP029955.1	PTU-HI1A	Conjugative	R27	R27	199584	199300	-1	MOBH	201287	204322	1	From 199300 in upstream direction.
NZ_CP029957.1	PTU-HI1A	Conjugative	R27	R27	199092	198808	-1	MOBH	200795	203830	1	From 198808 in upstream direction.
NZ_CP030182.1	PTU-HI1A	Conjugative	R27	R27	152083	151799	-1	MOBH	153786	156821	1	From 151799 in upstream direction.
NZ_CP033094.1	PTU-HI1A	Conjugative	R27	R27	17626	17910	1	MOBH	12888	15923	-1	From 17910 in downstream direction.
NZ_CP037875.1	PTU-HI1A	Conjugative	R27	R27	238406	238690	1	MOBH	233668	236703	-1	From 238690 in downstream direction.
NZ_CP039559.1	PTU-HI1A	Conjugative	R27	R27	196772	197056	1	MOBH	192034	195069	-1	From 197056 in downstream direction.
NZ_CP039717.1	PTU-HI1A	Conjugative	R27	R27	198620	198904	1	MOBH	193882	196917	-1	From 198904 in downstream direction.
NZ_CP041449.1	PTU-HI1A	Conjugative	R27	R27	113317	113033	-1	MOBH	115020	118055	1	From 113033 in upstream direction.
NZ_CP044299.1	PTU-HI1A	Conjugative	R27	R27	167957	168241	1	MOBH	163219	166254	-1	From 168241 in downstream direction.
NZ_CP044958.1	PTU-HI1A	Conjugative	R27	R27	49584	49300	-1	MOBH	51287	54322	1	From 49300 in upstream direction.
NZ_CP044968.1	PTU-HI1A	Conjugative	R27	R27	117356	117072	-1	MOBH	119059	122094	1	From 117072 in upstream direction.
NZ_CP046004.1	PTU-HI1A	Conjugative	R27	R27	111880	111596	-1	MOBH	113583	116618	1	From 111596 in upstream direction.
NZ_CP046007.1	PTU-HI1A	Conjugative	R27	R27	147629	147913	1	MOBH	142891	145926	-1	From 147913 in downstream direction.
NZ_CP046717.1	PTU-HI1A	Conjugative	R27	R27	113316	113032	-1	MOBH	115019	118054	1	From 113032 in upstream direction.
NZ_CP049354.1	PTU-HI1A	Conjugative	R27	R27	113316	113032	-1	MOBH	115019	118054	1	From 113032 in upstream direction.
NZ_LT844544.1	PTU-HI1A	Conjugative	R27	R27	47116	47400	1	MOBH	42378	45413	-1	From 47400 in downstream direction.
NZ_LT904879.1	PTU-HI1A	Conjugative	R27	R27	36093	35809	-1	MOBH	37796	40831	1	From 35809 in upstream direction.
NZ_LT985296.1	PTU-HI1A	Conjugative	R27	R27	61777	61493	-1	MOBH	63480	65543	1	From 61493 in upstream direction.
NC_002122.1	PTU-I1	Conjugative	R64	"pST10301A;psT10303a"	39730	39631	-1	MOBP1	40071	42770	1	From 39631 in upstream direction.
NC_005014.1	PTU-I1	Conjugative	R64	R64	67033	66942	-1	MOBP1	67391	70090	1	From 66942 in upstream direction.
NC_011077.1	PTU-I1	Conjugative	R64	"pST10301A;psT10303a"	43827	43728	-1	MOBP1	44168	46867	1	From 43728 in upstream direction.
NC_011081.1	PTU-I1	Conjugative	R64	"pST10301A;psT10303a"	39043	38944	-1	MOBP1	39384	42083	1	From 38944 in upstream direction.
NC_011419.1	PTU-I1	Conjugative	R64	"pST10301A;psT10303a"	48765	48666	-1	MOBP1	49106	51805	1	From 48666 in upstream direction.
NC_013120.1	PTU-I1	Conjugative	R64	"pST10301A;psT10303a"	36537	36438	-1	MOBP1	36878	39577	1	From 36438 in upstream direction.
NC_014383.1	PTU-I1	Conjugative	R64	"pST10301A;psT10303a"	17419	17518	1	MOBP1	14379	17078	-1	From 17518 in downstream direction.
NC_015965.1	PTU-I1	Conjugative	R64	"pST10301A;psT10303a"	37431	37332	-1	MOBP1	37772	40471	1	From 37332 in upstream direction.
NC_016904.1	PTU-I1	Conjugative	R64	"pST10301A;psT10303a"	31978	31879	-1	MOBP1	32319	35018	1	From 31879 in upstream direction.
NC_017637.1	PTU-I1	Conjugative	R64	"pST10301A;psT10303a"	12827	12728	-1	MOBP1	13168	15867	1	From 12728 in upstream direction.
